,Year,Area/Region/Country,Country or Area of Origin / Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1606,2015,Micronesia (Fed. States of),2756,402,1394,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,280,0,0,0,0,125,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0
1607,2015,Nauru,3678,42,1011,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,2015,Northern Mariana Islands,21648,193,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,1115,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,11045,0,0,911,0,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,0,0,0,0,0,0,0,0,0,0,0
1609,2015,Palau,4937,44,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,2919,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0
1610,2015,Polynesia,71563,3061,6276,0,0,681,1588,0,0,0,0,0,0,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,1422,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,0,21542,0,171,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,17,0,0,0,0,0,148,0,161,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,8,0,19,3889,5251,0,0,0,25,0,0,0,0,0,0,66,0,0,1115,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,16329,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,80,0,0,0,0,0,0,120,0,0,0,0,0,0,126,1482,0,0,0,0,0,196,0,0,0,206,0,3403,0,0,0,474,0,211,33,0,0,0,0
1611,2015,American Samoa,23513,140,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,15813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1288,0,0,0,0,0,0,0,0,0,0,0,2548,0,0,0,0,0,211,0,0,0,0,0
1612,2015,Cook Islands,4152,255,485,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2574,0,0,0,18,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,32,0,0,0,0,0,0,0,0,0,0,0
1613,2015,French Polynesia,30058,546,3304,0,0,681,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20918,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,17,0,0,0,0,0,148,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,419,0,0,0,210,0,0,33,0,0,0,0
1614,2015,Niue,557,51,35,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,77,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
1615,2015,Samoa,4929,111,324,0,0,0,1588,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,59,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,10,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1493,0,0,0,7,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,76,0,0,0,0,0,74,0,0,0,27,0,367,0,0,0,17,0,0,0,0,0,0,0
1616,2015,Tokelau,487,1,36,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,2015,Tonga,4877,1889,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,2015,Tuvalu,141,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
1619,2015,Wallis and Futuna Islands,2849,54,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0
1620,2017,WORLD,257715425,3518539,7041702,4826464,1148144,1792712,2037,7653,632699,2336,50234,977209,951023,17525,541616,586161,1155381,41684,57749,7499919,98467,1484875,562626,63233,627997,16496,43970,820722,1659852,80103,1612860,4674,45458,1291630,1472712,435630,226786,1064840,333316,1359585,9294,1281,724669,246960,16742,631832,9962058,1066633,144341,2736230,116574,254824,22249,143465,832581,916824,1558312,9339,163734,962153,111055,1661988,262255,15823,71483,1443030,1131427,3412957,1559924,95714,607917,199422,800879,16064,954,215120,294631,2207213,4394,1345,66898,87532,838082,4208083,857603,10964,933115,20077,67183,10628,2165,1117355,426010,97890,488324,1281394,183,722430,636782,41352,16587720,4233973,1170491,1679040,802084,9063,350484,3029168,1112151,831868,744582,4074446,501204,4903,207920,760134,1313365,374002,822300,326612,260155,158795,4061,596856,62054,172130,342826,1855615,2883,1066120,105006,7504,13781,120433,167121,6698,12964882,20754,28983,67549,137589,16921,2898721,653251,2894741,190132,2380,1738442,1015302,6352,834433,658203,362955,1255425,5525,2700,196814,20688,5978635,2598,149220,4400,873410,1475532,5680682,4701465,2266735,1928662,24025,2477575,973618,3194,3578504,10635994,568848,3592,38264,54839,445,60857,117511,2342,82358,278912,559952,956455,36318,159017,327043,25375,356310,143500,3913,1988458,898407,1752014,1345862,1726900,3803893,1951705,275716,91621,348040,676687,6864445,578529,534720,902928,38951,454396,2324,60258,373527,767155,3418932,243202,1912,3546,739667,5941653,143150,4921309,324394,3016685,3361,358723,1991941,8785,657439,2727398,8058,193687,1190005,275089,1025204
1621,2017,More developed regions,145983830,803927,2829019,497551,1142748,1695795,443,7578,235209,710,37522,635375,761886,12009,442832,544318,934834,40284,10360,708357,93199,1346561,519208,56685,32304,16248,8804,283341,1656048,5689,1262436,457,13710,685092,27440,27360,152770,330427,210864,1226091,4778,1154,18861,10825,16617,327547,5537168,695198,24076,1361992,37763,104720,22194,112074,176337,911694,1473331,635,142739,952362,34612,204507,246331,10087,49636,1324418,1036261,588509,1485842,20993,157560,196268,392670,16062,896,212256,287792,1612463,92,788,25119,68950,706544,3397397,443552,10841,800858,19555,56245,532,111,1013843,91227,41646,424660,849411,181,653479,616786,40535,4723840,427927,1060652,829600,776477,9061,264756,2655183,1076502,618806,132709,3999326,355280,2426,88359,727203,290194,366434,543166,1451,104552,88213,3950,583176,61669,135525,18467,381136,1106,104015,104261,7122,612,29964,144786,0,12892261,8070,28409,41891,137285,13824,2701717,85804,199132,6311,792,244515,895934,2171,805376,314979,10880,718998,5464,61,171138,7408,1459298,192,126301,3540,111451,948705,3643575,4569577,1882214,1904435,7452,2147275,942088,604,3435507,6659766,30549,2450,26296,41173,330,44981,100794,2282,19812,170901,319802,945710,34235,95548,189933,23421,354403,141902,2794,423396,704570,4615,1001845,752426,66882,128514,233682,3107,331518,634415,370879,541288,361413,681120,15693,55729,2200,56123,356656,724073,3250465,227338,256,2363,140978,5265060,56182,4428260,130966,1260127,160,166951,1527321,2661,531350,2386764,1,434,72203,73021,244132
1622,2017,Less developed regions,111731595,2714612,4212683,4328913,5396,96917,1594,75,397490,1626,12712,341834,189137,5516,98784,41843,220547,1400,47389,6791562,5268,138314,43418,6548,595693,248,35166,537381,3804,74414,350424,4217,31748,606538,1445272,408270,74016,734413,122452,133494,4516,127,705808,236135,125,304285,4424890,371435,120265,1374238,78811,150104,55,31391,656244,5130,84981,8704,20995,9791,76443,1457481,15924,5736,21847,118612,95166,2824448,74082,74721,450357,3154,408209,2,58,2864,6839,594750,4302,557,41779,18582,131538,810686,414051,123,132257,522,10938,10096,2054,103512,334783,56244,63664,431983,2,68951,19996,817,11863880,3806046,109839,849440,25607,2,85728,373985,35649,213062,611873,75120,145924,2477,119561,32931,1023171,7568,279134,325161,155603,70582,111,13680,385,36605,324359,1474479,1777,962105,745,382,13169,90469,22335,6698,72621,12684,574,25658,304,3097,197004,567447,2695609,183821,1588,1493927,119368,4181,29057,343224,352075,536427,61,2639,25676,13280,4519337,2406,22919,860,761959,526827,2037107,131888,384521,24227,16573,330300,31530,2590,142997,3976228,538299,1142,11968,13666,115,15876,16717,60,62546,108011,240150,10745,2083,63469,137110,1954,1907,1598,1119,1565062,193837,1747399,344017,974474,3737011,1823191,42034,88514,16522,42272,6493566,37241,173307,221808,23258,398667,124,4135,16871,43082,168467,15864,1656,1183,598689,676593,86968,493049,193428,1756558,3201,191772,464620,6124,126089,340634,8057,193253,1117802,202068,781072
1623,2017,Least developed countries,14441715,431605,1006665,2,10,17642,0,5,239258,0,4325,1162,8,0,2056,382,4,12,30879,1671,10,0,852,1,107386,0,28336,4,1,1288,16283,0,0,2,72753,392358,71962,23685,42645,2848,0,0,386489,106963,0,717,246610,119,0,4306,13199,99139,0,696,618316,18,4404,0,7,0,1459,1204154,358,3927,12,5111,1,32672,3,10639,415270,0,118334,0,0,893,5,60096,0,0,36577,18356,0,5144,124899,0,59,0,0,0,0,0,227559,48115,0,24,0,289,0,0,579384,162715,7,10028,10,0,10,4161,0,15352,1,0,113168,291,31,0,90521,22,4314,8893,16242,3591,3,0,0,9660,109025,208868,0,348705,0,5,0,75665,242,0,650,2,0,0,0,0,4684,77007,240089,7479,1539,40791,491,287,655,4,167581,227831,0,0,14652,0,103083,8,0,632,0,745,1090,0,99026,3282,0,866,2,850,4,1538,497636,0,0,0,0,29,43,0,54669,1727,171088,1,447,54909,10032,0,0,73,132,889160,69238,1633064,4132,127,3962,1095295,0,144,261,1026,3166,4100,0,46290,0,86173,0,973,0,767,41,0,0,302,255527,8,68,41278,132795,60076,0,608,204,64,5330,85730,0,28324,8567,62348,84960
1624,2017,Less developed regions excluding least developed countries,97289880,2283007,3206018,4328911,5386,79275,1594,70,158232,1626,8387,340672,189129,5516,96728,41461,220543,1388,16510,6789891,5258,138314,42566,6547,488307,248,6830,537377,3803,73126,334141,4217,31748,606536,1372519,15912,2054,710728,79807,130646,4516,127,319319,129172,125,303568,4178280,371316,120265,1369932,65612,50965,55,30695,37928,5112,80577,8704,20988,9791,74984,253327,15566,1809,21835,113501,95165,2791776,74079,64082,35087,3154,289875,2,58,1971,6834,534654,4302,557,5202,226,131538,805542,289152,123,132198,522,10938,10096,2054,103512,107224,8129,63664,431959,2,68662,19996,817,11284496,3643331,109832,839412,25597,2,85718,369824,35649,197710,611872,75120,32756,2186,119530,32931,932650,7546,274820,316268,139361,66991,108,13680,385,26945,215334,1265611,1777,613400,745,377,13169,14804,22093,6698,71971,12682,574,25658,304,3097,192320,490440,2455520,176342,49,1453136,118877,3894,28402,343220,184494,308596,61,2639,11024,13280,4416254,2398,22919,228,761959,526082,2036017,131888,285495,20945,16573,329434,31528,1740,142993,3974690,40663,1142,11968,13666,115,15847,16674,60,7877,106284,69062,10744,1636,8560,127078,1954,1907,1525,987,675902,124599,114335,339885,974347,3733049,727896,42034,88370,16261,41246,6490400,33141,173307,175518,23258,312494,124,3162,16871,42315,168426,15864,1656,881,343162,676585,86900,451771,60633,1696482,3201,191164,464416,6060,120759,254904,8057,164929,1109235,139720,696112
1625,2017,High-income countries,164846887,1318092,3831231,940863,1069693,1740286,400,7586,234746,2071,44133,775577,179560,15588,473086,533432,79702,40648,15553,3907679,95922,352121,522245,57093,32176,16364,8773,322348,889426,5648,1301966,4199,13713,683878,26978,27209,152717,344673,210527,1277898,8035,1176,18790,18173,16631,332708,9201838,782606,119406,1408170,37677,104134,22196,113366,176225,602639,1489182,4611,140387,938344,23961,205229,247292,10088,64842,1405464,1061307,3090439,1486987,20891,184633,123881,636567,16064,901,212297,284212,1730875,99,1175,25108,68935,206392,3233404,443289,10842,776363,19558,65873,2834,1083,1014480,90953,41514,455328,900625,183,655883,600217,40517,13833347,2866045,1106649,907901,776903,9061,254638,2603055,1107589,658837,628960,1151044,355379,2421,165632,107460,290905,250628,753894,1463,104551,104231,3953,473686,61382,136265,18449,1606502,1099,103959,104122,7406,730,29963,145296,2,12899501,20506,28360,45748,46754,16423,2872226,85701,445502,6193,797,935997,921205,4343,814483,315845,10897,746472,5469,2533,170099,7425,4675848,2249,127902,3542,113718,1138752,5470043,4592750,1884668,1914351,11449,2154066,345651,609,3525157,2700280,30507,2798,36721,49660,332,59065,100786,2232,19824,182633,319706,843953,34244,95552,201623,24658,347829,108035,2794,437938,744150,24625,984349,1522777,147327,785571,237577,3121,331171,633705,1204423,40779,295268,789037,15693,55749,2200,56409,362544,755071,3283723,15080,1874,1779,140953,1813128,113289,4580946,130906,1676922,2033,175403,186763,7924,545771,2486044,8045,408,1116908,72592,244360
1626,2017,Middle-income countries,81439828,2020260,2348615,3885599,78441,36010,1637,62,197964,236,1634,200507,771455,1153,67830,52347,1075675,1003,42194,3591649,2469,1132754,38857,6139,488992,132,6861,498370,770425,70953,286795,410,31745,607750,1372981,19464,65910,720159,80794,77978,1259,105,335299,209975,111,298208,704705,283845,24935,1323144,5655,67637,53,29403,38781,314167,64794,453,23340,23809,85678,533704,14643,1808,734,29258,70119,317300,72934,64323,197445,75541,136147,0,53,2623,10414,195259,1292,0,5524,241,631690,969576,289896,122,156693,519,1310,193,1082,102875,111931,8431,28134,343456,0,66258,36565,835,2288834,1366455,63842,771139,25171,2,95836,421447,3680,171916,115621,2923402,36255,2480,42288,652674,1021617,123352,63889,316256,139362,52948,105,123170,672,3839,121666,248916,1784,719769,884,93,703,14242,16447,0,64731,246,623,21801,90835,208,22156,399351,2449238,183170,1566,802421,90634,287,16956,342354,184628,299142,38,167,26712,13263,1203115,341,21318,824,759692,334976,207683,108715,375777,11019,12576,317421,627965,552,53343,7934120,55796,470,476,1419,113,1721,16476,110,62381,94860,85321,112501,1627,8556,125420,183,8481,35392,1108,1036541,114891,396210,357448,203923,3656566,98236,5258,88392,16631,41756,5659563,533650,239452,113274,23258,312619,124,2788,10933,11567,135168,228122,38,1645,345285,4128517,29861,324586,66988,1325618,914,182712,1804974,621,105840,240592,13,193279,64803,111649,713899
